id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Neoplastic|Neoplastic	Neoplastic|microglial_cell	microglial_cell|Neoplastic	microglial_cell|microglial_cell
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	ENSG00000101384	ENSG00000134250	False	False	True	curated	False	0.161	0.131	0.061	0.03
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	ENSG00000185559	ENSG00000134250	False	False	True	curated	False	0.055	0.024	0.053	0.023
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000204301	False	False	True	curated	False	0.063	0.046	0.027	0.01
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000204301	False	False	True	curated	False	0.132	0.115	0.032	0.015
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000204301	False	False	True	curated	False	0.026	0.009	0.025	0.008
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	ENSG00000198719	ENSG00000074181	False	False	True	curated	False	0.065	0.039	0.029	0.003
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	ENSG00000101384	ENSG00000074181	False	False	True	curated	False	0.135	0.109	0.035	0.008
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	ENSG00000185559	ENSG00000074181	False	False	True	curated	False	0.029	0.002	0.027	0.001
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	ENSG00000128917	ENSG00000074181	False	False	True	curated	False	0.027	0.001	0.027	0.001
CPI-SS035E5A708	DLL3_NOTCH3	simple:Q9NYJ7	simple:Q9UM47	ENSG00000090932	ENSG00000074181	False	False	True	curated	False	0.164	0.138	0.03	0.004
CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	ENSG00000196576	ENSG00000105894	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.225	0.085	1.233	0.092
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	ENSG00000196576	ENSG00000187764	False	True	True	curated	False	0.061	0.116	0.068	0.123
CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	ENSG00000164050	ENSG00000187764	True	True	True	curated	False	0.046	0.101	0.011	0.066
CPI-SS059EC4FAE	PTPRC_SEMA4D	simple:P08575	simple:Q92854	ENSG00000081237	ENSG00000187764	False	False	True	curated	False	0.021	0.076	0.43	0.485
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	ENSG00000137101	ENSG00000187764	False	False	True	curated	False	0.013	0.068	0.03	0.085
CPI-SS0C0A61F92	PLXNB2_SEMA4G	simple:O15031	simple:Q9NTN9	ENSG00000196576	ENSG00000095539	False	True	False	curated	False	0.054	0.051	0.061	0.058
CPI-SS0EBA5A4D8	VEGFD_KDR	simple:O43915	simple:P35968	ENSG00000165197	ENSG00000128052	True	False	True	curated	False	0.002	0.0	0.002	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	ENSG00000112715	ENSG00000128052	True	False	True	curated	False	0.29	0.288	0.043	0.041
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	ENSG00000125735	ENSG00000111321	True	False	True	curated	False	0.008	0.086	0.012	0.091
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	ENSG00000125735	ENSG00000157873	True	False	True	curated	False	0.02	0.057	0.024	0.061
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	ENSG00000117281	ENSG00000157873	False	True	True	curated	False	0.02	0.057	0.019	0.056
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	ENSG00000240972	ENSG00000157873	True	False	True	I2D,IntAct	False	0.559	0.596	0.284	0.321
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	ENSG00000186265	ENSG00000157873	False	True	True	curated	False	0.019	0.056	0.019	0.056
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	ENSG00000121858	ENSG00000173530	True	False	True	curated	False	0.006	0.018	0.117	0.129
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	ENSG00000240972	ENSG00000173530	True	False	True	I2D,IntAct	False	0.541	0.553	0.266	0.278
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	ENSG00000135414		True	False	True	curated	False	0.053	0.041	0.029	0.017
CPI-SC023986FB9	MSTN_TGFR_AVR2A	simple:O14793	complex:TGFR_AVR2A	ENSG00000138379		True	False	True	curated	False	0.029	0.017	0.02	0.008
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	ENSG00000135414		True	False	True	curated	False	0.052	0.04	0.028	0.016
CPI-SC08968AFE6	MSTN_TGFR_AVR2B	simple:O14793	complex:TGFR_AVR2B	ENSG00000138379		True	False	True	curated	False	0.029	0.016	0.019	0.007
CPI-SS0C272BD3D	CORT_SSTR2	simple:O00230	simple:P30874	ENSG00000241563	ENSG00000180616	True	False	True	curated	False	0.006	0.003	0.005	0.002
CPI-SC063148F3A	ADM_RAMP3_complex	simple:P35318	complex:RAMP3_complex	ENSG00000148926		True	False	True	curated	False	0.188	0.185	0.04	0.038
CPI-SC0C396EE2C	ADM2_RAMP3_complex	simple:Q7Z4H4	complex:RAMP3_complex	ENSG00000128165		True	False	True	curated	False	0.004	0.001	0.003	0.001
CPI-SC01AD532CA	ADM2_RAMP2_complex	simple:Q7Z4H4	complex:RAMP2_complex	ENSG00000128165		True	False	True	curated	False	0.047	0.002	0.046	0.001
CPI-SS0F1F74938	POMC_OPRM1	simple:P01189	simple:P35372	ENSG00000115138	ENSG00000112038	True	False	True	curated	False	0.001	0.004	0.039	0.042
CPI-SS0D97012FB	PENK_OPRM1	simple:P01210	simple:P35372	ENSG00000181195	ENSG00000112038	True	False	True	curated	False	0.004	0.006	0.0	0.003
CPI-SS0D0DC29DB	PDYN_OPRM1	simple:P01213	simple:P35372	ENSG00000101327	ENSG00000112038	True	False	True	curated	False	0.0	0.003	0.0	0.003
CPI-SS08A803A29	POMC_OPRK1	simple:P01189	simple:P41145	ENSG00000115138	ENSG00000082556	True	False	True	curated	False	0.002	0.0	0.04	0.0
CPI-SS0D1EF9598	PENK_OPRK1	simple:P01210	simple:P41145	ENSG00000181195	ENSG00000082556	True	False	True	curated	False	0.004	0.0	0.001	0.0
CPI-SS0AFFDEC0B	PDYN_OPRK1	simple:P01213	simple:P41145	ENSG00000101327	ENSG00000082556	True	False	True	curated	False	0.001	0.0	0.001	0.0
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	ENSG00000115138	ENSG00000258839	True	False	True	curated	False	0.005	0.002	0.043	0.04
CPI-SS019ABECEC	ASIP_MC1R	simple:P42127	simple:Q01726	ENSG00000101440	ENSG00000258839	True	False	True	curated	False	0.011	0.008	0.009	0.006
CPI-SS033A27302	LEFTY2_TDGF1	simple:O00292	simple:P13385	ENSG00000143768	ENSG00000241186	True	False	False	curated	False	0.001	0.001	0.0	0.0
CPI-SS0E9F84F1F	LEFTY1_TDGF1	simple:O75610	simple:P13385	ENSG00000243709	ENSG00000241186	True	False	False	curated	False	0.002	0.001	0.0	0.0
CPI-SS0E9F23560	TULP1_TYRO3	simple:O00294	simple:Q06418	ENSG00000112041	ENSG00000092445	True	False	True	curated	False	0.049	0.002	0.0	0.0
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	ENSG00000184500	ENSG00000092445	True	False	True	guidetopharmacology.org	False	0.079	0.032	0.082	0.036
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	ENSG00000184500	ENSG00000167601	True	False	True	guidetopharmacology.org	False	0.043	0.293	0.047	0.296
CPI-SS095463C07	CCRL2_RARRES2	simple:O00421	simple:Q99969	ENSG00000121797	ENSG00000106538	True	True	False	curated	False	0.153	0.004	0.22	0.072
CPI-SS04CD88411	GPR1_RARRES2	simple:P46091	simple:Q99969	ENSG00000183671	ENSG00000106538	True	True	False	curated	False	0.154	0.005	0.151	0.002
CPI-SS07D56EB05	CMKLR1_RARRES2	simple:Q99788	simple:Q99969	ENSG00000174600	ENSG00000106538	True	True	False	curated	False	0.152	0.004	0.199	0.05
CPI-SS0E0BCE16F	FGFR1_FGF5	simple:P11362	simple:P12034	ENSG00000077782	ENSG00000138675	True	True	False	curated	False	0.115	0.115	0.013	0.013
CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	ENSG00000172215	ENSG00000161921	True	True	True	curated	False	0.064	0.427	0.065	0.427
CPI-SS016FD0C8A	RNASET2_TLR8	simple:O00584	simple:Q9NR97	ENSG00000026297	ENSG00000101916	True	False	True	curated	False	0.085	0.096	1.05	1.061
CPI-SS0C321CE6D	FPR2_CAMP	simple:P25090	simple:P49913	ENSG00000171049	ENSG00000164047	True	True	False	guidetopharmacology.org	False	0.001	0.001	0.013	0.012
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	ENSG00000128567	ENSG00000188404	False	False	False	curated	False	0.046	0.103	0.003	0.06
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	ENSG00000107562	ENSG00000121966	True	False	True	curated	False	0.068	0.384	0.098	0.414
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	ENSG00000145824	ENSG00000121966	True	False	True	curated	False	0.158	0.474	0.065	0.381
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	ENSG00000158458	ENSG00000065361	True	False	True	curated	False	0.04	0.022	0.02	0.002
CPI-SS0E063192D	NRG2_ERBB4	simple:O14511	simple:Q15303	ENSG00000158458	ENSG00000178568	True	False	True	curated	False	0.043	0.021	0.023	0.001
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	ENSG00000124882	ENSG00000178568	True	False	True	curated	False	0.026	0.004	0.025	0.003
CPI-SS0F0D7F25C	BTC_ERBB4	simple:P35070	simple:Q15303	ENSG00000174808	ENSG00000178568	True	False	True	curated	False	0.024	0.002	0.022	0.0
CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	ENSG00000185737	ENSG00000178568	True	False	True	curated	False	0.025	0.003	0.0	0.0
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	ENSG00000157168	ENSG00000178568	True	True	True	curated	False	0.025	0.003	0.023	0.001
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	ENSG00000124882	ENSG00000146648	True	False	True	curated	False	0.523	0.018	0.521	0.017
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	ENSG00000157168	ENSG00000105699	True	True	True	InnateDB-All	False	0.011	0.004	0.009	0.002
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	ENSG00000157168	ENSG00000171208	True	True	True	InnateDB-All	False	0.093	0.01	0.09	0.008
CPI-SS0978D28AB	NRG1_MS4A4A	simple:Q02297	simple:Q96JQ5	ENSG00000157168	ENSG00000110079	True	True	True	IMEx,IntAct	False	0.018	0.363	0.015	0.361
CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	ENSG00000157168	ENSG00000205213	True	True	True	InnateDB-All	False	0.037	0.006	0.035	0.003
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	ENSG00000169218	ENSG00000205213	True	False	True	curated	False	0.035	0.003	0.0	0.0
CPI-SS0E5397537	RSPO1_LGR6	simple:Q2MKA7	simple:Q9HBX8	ENSG00000169218	ENSG00000133067	True	False	True	curated	False	0.006	0.0	0.0	0.0
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	ENSG00000129219	ENSG00000143761	False	False	False	guidetopharmacology.org	False	0.326	0.33	0.334	0.338
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	ENSG00000081237	ENSG00000012124	False	False	True	curated	False	0.012	0.014	0.421	0.423
CPI-SS0822AEF5F	PTPRC_MRC1	simple:P08575	simple:P22897	ENSG00000081237	ENSG00000260314	False	False	True	curated	False	0.019	0.023	0.428	0.432
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	ENSG00000170381	ENSG00000004399	True	False	True	curated	False	0.04	0.072	0.015	0.048
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	ENSG00000196189	ENSG00000004399	False	False	True	curated	False	0.018	0.051	0.032	0.065
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ENSG00000091879	ENSG00000120156	True	False	True	curated	False	0.021	0.019	0.007	0.005
CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	ENSG00000106123	ENSG00000125266	True	True	True	curated	False	0.054	0.013	0.06	0.019
CPI-SS04124F4E1	EPO_EFNB2	simple:P01588	simple:P52799	ENSG00000130427	ENSG00000125266	True	False	True	IMEx,IntAct	False	0.049	0.008	0.0	0.0
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	ENSG00000133216	ENSG00000125266	False	True	True	curated	False	0.081	0.04	0.071	0.03
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	ENSG00000106123	ENSG00000090776	True	True	False	curated	False	0.032	0.02	0.038	0.026
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	ENSG00000133216	ENSG00000090776	False	True	False	curated	False	0.059	0.047	0.049	0.037
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	ENSG00000182580	ENSG00000090776	False	True	False	curated	False	0.052	0.04	0.033	0.021
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	ENSG00000196411	ENSG00000090776	False	True	False	curated	False	0.038	0.026	0.027	0.015
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	ENSG00000154928	ENSG00000090776	False	True	False	curated	False	0.063	0.051	0.027	0.015
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	ENSG00000116106	ENSG00000090776	False	True	False	curated	False	0.07	0.058	0.027	0.015
CPI-SS08718E4FB	EPHB6_EFNB3	simple:O15197	simple:Q15768	ENSG00000106123	ENSG00000108947	True	True	True	curated	False	0.027	0.006	0.033	0.012
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	ENSG00000133216	ENSG00000108947	False	True	True	curated	False	0.054	0.033	0.044	0.023
CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	ENSG00000182580	ENSG00000108947	False	True	True	curated	False	0.047	0.026	0.028	0.007
CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	ENSG00000196411	ENSG00000108947	False	True	True	curated	False	0.033	0.013	0.022	0.001
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	ENSG00000154928	ENSG00000108947	False	True	True	curated	False	0.058	0.037	0.022	0.001
CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	ENSG00000116106	ENSG00000108947	False	True	True	curated	False	0.065	0.045	0.022	0.001
CPI-SS087A17AD6	EPO_EPOR	simple:P01588	simple:P19235	ENSG00000130427	ENSG00000187266	True	False	True	curated	False	0.011	0.021	0.0	0.0
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	ENSG00000133216	ENSG00000184349	False	True	False	curated	False	0.039	0.033	0.029	0.023
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	ENSG00000146904	ENSG00000184349	False	True	False	curated	False	0.007	0.0	0.007	0.0
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	ENSG00000142627	ENSG00000184349	False	True	False	curated	False	0.014	0.007	0.01	0.004
CPI-SS0BEAB521F	EPHA3_EFNA5	simple:P29320	simple:P52803	ENSG00000044524	ENSG00000184349	True	True	False	curated	False	0.012	0.005	0.007	0.0
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	ENSG00000146904	ENSG00000143590	False	True	False	curated	False	0.014	0.002	0.014	0.001
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	ENSG00000142627	ENSG00000143590	False	True	False	curated	False	0.021	0.009	0.017	0.005
CPI-SS0AB0604B5	EPHA3_EFNA3	simple:P29320	simple:P52797	ENSG00000044524	ENSG00000143590	True	True	False	curated	False	0.019	0.006	0.014	0.001
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	ENSG00000146904	ENSG00000243364	True	True	False	curated	False	0.008	0.013	0.008	0.013
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	ENSG00000142627	ENSG00000243364	True	True	False	curated	False	0.015	0.02	0.011	0.016
CPI-SS041888D39	EPHA3_EFNA4	simple:P29320	simple:P52798	ENSG00000044524	ENSG00000243364	True	True	False	curated	False	0.013	0.018	0.008	0.013
CPI-SS04C396C5D	VGF_NTRK1	simple:O15240	simple:P04629	ENSG00000128564	ENSG00000198400	True	False	True	InnateDB-All	False	0.093	0.093	0.002	0.002
CPI-SS052127A00	NGF_NTRK1	simple:P01138	simple:P04629	ENSG00000134259	ENSG00000198400	True	False	True	curated	False	0.001	0.0	0.0	0.0
CPI-SS0EDD4928A	NGF_NGFR	simple:P01138	simple:P08138	ENSG00000134259	ENSG00000064300	True	False	True	curated	False	0.017	0.001	0.0	0.0
CPI-SS08B85996F	TTR_NGFR	simple:P02766	simple:P08138	ENSG00000118271	ENSG00000064300	True	False	True	IMEx,InnateDB-All,MINT	False	0.017	0.001	0.017	0.0
CPI-SS06006F870	TTR_AGER	simple:P02766	simple:Q15109	ENSG00000118271	ENSG00000204305	True	False	True	I2D,IMEx,InnateDB-All,MINT	False	0.004	0.003	0.004	0.003
CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	ENSG00000122218	ENSG00000171631	True	False	True	IMEx,IntAct	False	0.129	0.182	0.095	0.148
CPI-SS09A3FA737	NAMPT_P2RY6	simple:P43490	simple:Q15077	ENSG00000105835	ENSG00000171631	True	False	True	IMEx,IntAct	False	0.237	0.29	0.254	0.307
CPI-SS0AB647854	GPR37_PSAP	simple:O15354	simple:P07602	ENSG00000170775	ENSG00000197746	True	True	False	curated	False	0.497	1.142	0.444	1.088
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	ENSG00000170075	ENSG00000197746	True	True	False	curated	False	0.543	1.187	0.442	1.087
CPI-SS0D2539AEB	FPR3_HEBP1	simple:P25089	simple:Q9NRV9	ENSG00000187474	ENSG00000013583	False	True	False	curated	False	0.063	0.079	0.119	0.134
CPI-SS0A915097A	GRIN2D_IL16	simple:O15399	simple:Q14005	ENSG00000105464	ENSG00000172349	True	True	False	I2D	False	0.006	0.074	0.004	0.071
CPI-SS070B0E458	GRIN2A_IL16	simple:Q12879	simple:Q14005	ENSG00000183454	ENSG00000172349	True	True	False	I2D	False	0.007	0.075	0.002	0.07
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	ENSG00000273079	ENSG00000172349	True	True	False	I2D	False	0.013	0.081	0.002	0.07
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	ENSG00000079385	ENSG00000090659	True	False	True	curated	False	0.004	0.004	0.004	0.005
CPI-SS0544D2759	ICAM2_CD209	simple:P13598	simple:Q9NNX6	ENSG00000108622	ENSG00000090659	True	False	True	curated	False	0.002	0.002	0.032	0.032
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ENSG00000076662	ENSG00000090659	True	False	True	curated	False	0.018	0.019	0.03	0.031
CPI-SS0CCDBBBC0	CEACAM1_CEACAM8	simple:P13688	simple:P31997	ENSG00000079385	ENSG00000124469	True	False	False	curated	False	0.003	0.0	0.004	0.0
CPI-SS042EB8C7A	TBXA2R_GHRL	simple:P21731	simple:Q9UBU3	ENSG00000006638	ENSG00000157017	True	True	False	InnateDB-All	False	0.009	0.03	0.006	0.027
CPI-SS043E0F61D	PTGER3_GHRL	simple:P43115	simple:Q9UBU3	ENSG00000050628	ENSG00000157017	True	True	False	InnateDB-All	False	0.006	0.028	0.006	0.027
CPI-SS05D406038	PTGIR_GHRL	simple:P43119	simple:Q9UBU3	ENSG00000160013	ENSG00000157017	True	True	False	InnateDB-All	False	0.006	0.028	0.009	0.03
CPI-SS085C150CE	ACE2_GHRL	simple:Q9BYF1	simple:Q9UBU3	ENSG00000130234	ENSG00000157017	True	True	False	I2D	False	0.006	0.027	0.0	0.0
CPI-SC0236D0574	TBXA2R_ThromboxaneA2_byTBXAS1	simple:P21731	complex:ThromboxaneA2_byTBXAS1	ENSG00000006638		True	True	False	curated	False	0.011	0.285	0.008	0.282
CPI-SC08252842D	PTGER3_ProstaglandinE2_byPTGES	simple:P43115	complex:ProstaglandinE2_byPTGES	ENSG00000050628		True	True	False	curated	False	0.007	0.001	0.006	0.0
CPI-SC0BE9FDD60	PTGER1_ProstaglandinE2_byPTGES	simple:P34995	complex:ProstaglandinE2_byPTGES	ENSG00000160951		True	True	False	curated	False	0.007	0.002	0.007	0.001
CPI-SC081B8028B	PTGER4_ProstaglandinE2_byPTGES	simple:P35408	complex:ProstaglandinE2_byPTGES	ENSG00000171522		True	True	False	curated	False	0.014	0.008	0.176	0.17
CPI-SC08932F30D	PTGER2_ProstaglandinE2_byPTGES	simple:P43116	complex:ProstaglandinE2_byPTGES	ENSG00000125384		True	True	False	curated	False	0.007	0.001	0.007	0.001
CPI-SC0588019E6	PTGER3_ProstaglandinE2_byPTGES2	simple:P43115	complex:ProstaglandinE2_byPTGES2	ENSG00000050628		True	True	False	curated	False	0.087	0.06	0.087	0.06
CPI-SC00A2075DC	PTGER1_ProstaglandinE2_byPTGES2	simple:P34995	complex:ProstaglandinE2_byPTGES2	ENSG00000160951		True	True	False	curated	False	0.088	0.061	0.088	0.061
CPI-SC09484F060	PTGER4_ProstaglandinE2_byPTGES2	simple:P35408	complex:ProstaglandinE2_byPTGES2	ENSG00000171522		True	True	False	curated	False	0.095	0.068	0.257	0.23
CPI-SC0FE04B899	PTGER2_ProstaglandinE2_byPTGES2	simple:P43116	complex:ProstaglandinE2_byPTGES2	ENSG00000125384		True	True	False	curated	False	0.088	0.061	0.088	0.061
CPI-SC0976EF8E9	PTGER3_ProstaglandinE2_byPTGES3	simple:P43115	complex:ProstaglandinE2_byPTGES3	ENSG00000050628		True	True	False	curated	False	0.471	0.386	0.47	0.385
CPI-SC0EA880BEF	PTGER1_ProstaglandinE2_byPTGES3	simple:P34995	complex:ProstaglandinE2_byPTGES3	ENSG00000160951		True	True	False	curated	False	0.472	0.386	0.471	0.386
CPI-SC063B0B7DD	PTGER4_ProstaglandinE2_byPTGES3	simple:P35408	complex:ProstaglandinE2_byPTGES3	ENSG00000171522		True	True	False	curated	False	0.478	0.393	0.64	0.555
CPI-SC0AC1EFC2A	PTGER2_ProstaglandinE2_byPTGES3	simple:P43116	complex:ProstaglandinE2_byPTGES3	ENSG00000125384		True	True	False	curated	False	0.471	0.386	0.471	0.386
CPI-SC01BCB453C	PTGIR_Prostacyclin_byPTGIS	simple:P43119	complex:Prostacyclin_byPTGIS	ENSG00000160013		True	True	False	curated	False	0.004	0.001	0.006	0.003
CPI-SC006556DF8	DHH_PTCH_BOC_transmembrane_receptor	simple:O43323	complex:PTCH_BOC_transmembrane_receptor	ENSG00000139549		True	False	True	curated	False	0.025	0.001	0.025	0.0
CPI-SC0ABE55781	DHH_PTCH_CDON_transmembrane_receptor	simple:O43323	complex:PTCH_CDON_transmembrane_receptor	ENSG00000139549		True	False	True	curated	False	0.006	0.0	0.006	0.0
CPI-SC03021510C	DHH_PTCH_GAS1_transmembrane_receptor	simple:O43323	complex:PTCH_GAS1_transmembrane_receptor	ENSG00000139549		True	False	True	curated	False	0.025	0.003	0.025	0.002
CPI-SS07C846DEE	DHH_HHIP	simple:O43323	simple:Q96QV1	ENSG00000139549	ENSG00000164161	True	False	False	curated	False	0.006	0.001	0.006	0.0
CPI-SS0F7A89A4F	SHH_HHIP	simple:Q15465	simple:Q96QV1	ENSG00000164690	ENSG00000164161	True	False	False	curated	False	0.007	0.001	0.0	0.0
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	ENSG00000239697	ENSG00000215788	True	False	True	curated	False	0.043	0.044	0.121	0.121
CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	ENSG00000181634	ENSG00000215788	True	False	True	curated	False	0.005	0.005	0.009	0.009
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	ENSG00000239697	ENSG00000006327	True	False	True	curated	False	0.268	0.103	0.346	0.181
CPI-SS08A819670	CD70_GPRC5B	simple:P32970	simple:Q9NZH0	ENSG00000125726	ENSG00000167191	True	False	True	InnateDB-All	False	0.131	0.005	0.134	0.009
CPI-SS084816B12	HCRT_HCRTR1	simple:O43612	simple:O43613	ENSG00000161610	ENSG00000121764	True	False	True	curated	False	0.003	0.0	0.001	0.0
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	ENSG00000112715	ENSG00000102755	True	False	True	curated	False	0.289	0.299	0.043	0.053
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	ENSG00000112715	ENSG00000133216	True	False	True	I2D	False	0.32	0.31	0.074	0.064
CPI-SS0C694CB44	VEGFA_GRIN2B	simple:P15692	simple:Q13224	ENSG00000112715	ENSG00000273079	True	False	True	I2D	False	0.299	0.288	0.052	0.042
CPI-SC0FDB4B6D9	GDF9_TGFR_BMPR2	simple:O60383	complex:TGFR_BMPR2	ENSG00000164404		True	False	True	curated	False	0.033	0.056	0.031	0.054
CPI-SS06301158F	DSCAM_NTN1	simple:O60469	simple:O95631	ENSG00000171587	ENSG00000065320	True	False	False	curated	False	0.062	0.037	0.03	0.005
CPI-SS0EB74F3FF	UNC5C_NTN1	simple:O95185	simple:O95631	ENSG00000182168	ENSG00000065320	True	True	False	curated	False	0.032	0.007	0.026	0.001
CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	ENSG00000136040	ENSG00000138623	False	True	False	curated	False	0.022	0.023	0.049	0.051
CPI-SS080419763	RAMP3_ADM	simple:O60896	simple:P35318	ENSG00000122679	ENSG00000148926	True	True	False	curated	False	0.198	0.05	0.185	0.038
CPI-SS027028983	SLIT1_ROBO1	simple:O75093	simple:Q9Y6N7	ENSG00000187122	ENSG00000169855	True	False	True	curated	False	0.097	0.029	0.073	0.005
CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	ENSG00000145147	ENSG00000169855	True	False	True	curated	False	0.074	0.006	0.073	0.005
CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	ENSG00000145147	ENSG00000185008	True	False	True	curated	False	0.051	0.003	0.05	0.002
CPI-SC0A55A6FA0	NR1I2_Pregnenolone_byCYP11A1	simple:O75469	complex:Pregnenolone_byCYP11A1	ENSG00000144852		True	True	False	curated	False	0.0	0.0	0.0	0.0
